codigo;familia;descripcion;talla;ean
11256;TRASCMSFL;TRA V PIR 298/8 TIN;54;1111111256565
11257;TRASCMSFL;TRA V PIR 230 TIN;44;1111111257319
11257;TRASCMSFL;TRA V PIR 230 TIN;46;1111111257401
11257;TRASCMSFL;TRA V PIR 230 TIN;48;1111111257432
11257;TRASCMSFL;TRA V PIR 230 TIN;50;1111111257456
11257;TRASCMSFL;TRA V PIR 230 TIN;52;1111111257494
11257;TRASCMSFL;TRA V PIR 230 TIN;54;1111111257593
11258;COMCIN;CINTURON SPORT;UNICO;1111111258286
11259;ESMHLSMSFAN;ESM S 126/7 VER;48;1111111259535
11259;ESMHLSMSFAN;ESM S 126/7 VER;50;1111111259573
11259;ESMHLSMSFAN;ESM S 126/7 VER;52;1111111259030
11259;ESMHLSMSFAN;ESM S 126/7 VER;54;1111111259078
11259;ESMHLSMSFAN;ESM S 126/7 VER;56;1111111259108
11259;ESMHLSMSFAN;ESM S 126/7 VER;58;1111111259139
11259;ESMHLSMSFAN;ESM S 126/7 VER;60;1111111259177
11260;ESMHLSMSFAN;ESM S 126/2 AZUL;48;1111111260098
11260;ESMHLSMSFAN;ESM S 126/2 AZUL;50;1111111260135
11260;ESMHLSMSFAN;ESM S 126/2 AZUL;52;1111111260227
11260;ESMHLSMSFAN;ESM S 126/2 AZUL;54;1111111260241
11260;ESMHLSMSFAN;ESM S 126/2 AZUL;56;1111111260272
11260;ESMHLSMSFAN;ESM S 126/2 AZUL;58;1111111260326
11260;ESMHLSMSFAN;ESM S 126/2 AZUL;60;1111111260340
11261;ESMHLSMSFAN;ESM S 470/7 VER;50;1111111261590
11261;ESMHLSMSFAN;ESM S 470/7 VER;52;1111111261040
11261;ESMHLSMSFAN;ESM S 470/7 VER;54;1111111261071
11261;ESMHLSMSFAN;ESM S 470/7 VER;56;1111111261101
11261;ESMHLSMSFAN;ESM S 470/7 VER;58;1111111261125
11262;SASCAMS;SAS MEDIDA CLLO EXT;UNICO;1111111262368
11263;TRACMPV;TRA V 489/3 CHA;48;1111111263075
11263;TRACMPV;TRA V 489/3 CHA;50;1111111263105
11263;TRACMPV;TRA V 489/3 CHA;52;1111111263129
11263;TRACMPV;TRA V 489/3 CHA;54;1111111263389
11263;TRACMPV;TRA V 489/3 CHA;56;1111111263402
11263;TRACMPV;TRA V 489/3 CHA;58;1111111263433
11263;TRACMPV;TRA V 489/3 CHA;60;1111111263457
11264;TRACMPV;TRA V 489/10 CHA;48;1111111264546
11264;TRACMPV;TRA V 489/10 CHA;50;1111111264560
11264;TRACMPV;TRA V 489/10 CHA;52;1111111264591
11264;TRACMPV;TRA V 489/10 CHA;54;1111111264058
11264;TRACMPV;TRA V 489/10 CHA;56;1111111264232
11264;TRACMPV;TRA V 489/10 CHA;58;1111111264263
11264;TRACMPV;TRA V 489/10 CHA;60;1111111264294
11265;TRACMPV;TRA V 505/2 CHA;50;1111111265260
11265;TRACMPV;TRA V 505/2 CHA;52;1111111265291
11265;TRACMPV;TRA V 505/2 CHA;54;1111111265321
11265;TRACMPV;TRA V 505/2 CHA;56;1111111265277
11266;TRACMPV;TRA V 508/3 CHA;48;1111111266106
11266;TRACMPV;TRA V 508/3 CHA;50;1111111266120
11266;TRACMPV;TRA V 508/3 CHA;52;1111111266144
11266;TRACMPV;TRA V 508/3 CHA;54;1111111266175
11266;TRACMPV;TRA V 508/3 CHA;56;1111111266199
11266;TRACMPV;TRA V 508/3 CHA;58;1111111266212
11267;TRACMPV;TRA V 506/3 CHA;50;1111111267554
11267;TRACMPV;TRA V 506/3 CHA;52;1111111267578
11267;TRACMPV;TRA V 506/3 CHA;54;1111111267004
11267;TRACMPV;TRA V 506/3 CHA;56;1111111267028
11268;TRACMPV;TRA V 801/8 CHA;48;1111111268377
11268;TRACMPV;TRA V 801/8 CHA;50;1111111268391
11268;TRACMPV;TRA V 801/8 CHA;52;1111111268421
11269;TRASCMSCD;TRA V 786/7 VER;44;1111111269176
11269;TRASCMSCD;TRA V 786/7 VER;46;1111111269206
11269;TRASCMSCD;TRA V 786/7 VER;48;1111111269220
11269;TRASCMSCD;TRA V 786/7 VER;50;1111111269244
11269;TRASCMSCD;TRA V 786/7 VER;52;1111111269275
11269;TRASCMSCD;TRA V 786/7 VER;54;1111111269428
11270;TRACMPV;TRA V 487/11 CHA;56;1111111270363
11270;TRACMPV;TRA V 487/11 CHA;58;1111111270394
11271;TRACMPV;TRA V 805/10 CHA;50;1111111271452
11272;CHAHZ126;CHA Z 126/2 TPLB AZU;48;1111111272336
11272;CHAHZ126;CHA Z 126/2 TPLB AZU;50;1111111272091
11272;CHAHZ126;CHA Z 126/2 TPLB AZU;52;1111111272114
11272;CHAHZ126;CHA Z 126/2 TPLB AZU;54;1111111272138
11272;CHAHZ126;CHA Z 126/2 TPLB AZU;56;1111111272169
11272;CHAHZ126;CHA Z 126/2 TPLB AZU;58;1111111272183
11272;CHAHZ126;CHA Z 126/2 TPLB AZU;60;1111111272206
11273;CHAHZ126;CHA Z 126/7 TPLB VDE;48;1111111273012
11273;CHAHZ126;CHA Z 126/7 TPLB VDE;50;1111111273043
11273;CHAHZ126;CHA Z 126/7 TPLB VDE;52;1111111273074
11273;CHAHZ126;CHA Z 126/7 TPLB VDE;54;1111111273104
11273;CHAHZ126;CHA Z 126/7 TPLB VDE;56;1111111273128
11273;CHAHZ126;CHA Z 126/7 TPLB VDE;58;1111111273159
11273;CHAHZ126;CHA Z 126/7 TPLB VDE;60;1111111273173
11274;PANHPFAN;PAN P 126 NEG;42;1111111274132
11274;PANHPFAN;PAN P 126 NEG;44;1111111274279
11274;PANHPFAN;PAN P 126 NEG;46;1111111274309
11274;PANHPFAN;PAN P 126 NEG;48;1111111274330
11274;PANHPFAN;PAN P 126 NEG;50;1111111274019
11274;PANHPFAN;PAN P 126 NEG;52;1111111274057
11274;PANHPFAN;PAN P 126 NEG;40;1111111274125
11275;PANHPFAN;PAN P 127 NEG;42;1111111275153
11275;PANHPFAN;PAN P 127 NEG;44;1111111275184
11275;PANHPFAN;PAN P 127 NEG;46;1111111275207
11275;PANHPFAN;PAN P 127 NEG;48;1111111275238
11275;PANHPFAN;PAN P 127 NEG;50;1111111275269
11276;CHAHN620;CHA N 620/3 NEG;50;1111111276037
11276;CHAHN620;CHA N 620/3 NEG;52;1111111276068
11276;CHAHN620;CHA N 620/3 NEG;54;1111111276082
11276;CHAHN620;CHA N 620/3 NEG;56;1111111276105
11276;CHAHN620;CHA N 620/3 NEG;58;1111111276136
11277;SPOSUD;SUD 8435/1 SPO TEC;3-M;8433387956639
11277;SPOSUD;SUD 8435/1 SPO TEC;4-L;8433387956646
11277;SPOSUD;SUD 8435/1 SPO TEC;5-XL;8433387956653
11278;SPOSUD;SUD 8426/18 SPO TEC;3-M;8433387954567
11278;SPOSUD;SUD 8426/18 SPO TEC;4-L;8433387954574
11278;SPOSUD;SUD 8426/18 SPO TEC;5-XL;8433387954581
11279;SPOSUD;SUD 8425/11 SPO TEC;3-M;8433387954208
11279;SPOSUD;SUD 8425/11 SPO TEC;4-L;8433387954215
11279;SPOSUD;SUD 8425/11 SPO TEC;5-XL;8433387954222
11280;SPOSUD;SUD 8424/9 SPO TEC;3-M;8433387953935
11280;SPOSUD;SUD 8424/9 SPO TEC;4-L;8433387953942
11280;SPOSUD;SUD 8424/9 SPO TEC;5-XL;8433387953959
11281;SPOSUD;SUD 8434/12 SPO TEC;3-M;8433387956363
11281;SPOSUD;SUD 8434/12 SPO TEC;4-L;8433387956370
11281;SPOSUD;SUD 8434/12 SPO TEC;5-XL;8433387956387
11282;SERURG;SER FIANZA;UNICO;1111111282229
11284;TRASCMSOP;TRA V 103/86 BEI;48;1111111284292
11284;TRASCMSOP;TRA V 103/86 BEI;50;1111111284315
11284;TRASCMSOP;TRA V 103/86 BEI;52;1111111284339
11284;TRASCMSOP;TRA V 103/86 BEI;54;1111111284353
11284;TRASCMSOP;TRA V 103/86 BEI;56;1111111284377
11285;TRASCMSFL;TRA V 2112/59 MNO;46;1111111285589
11285;TRASCMSFL;TRA V 2112/59 MNO;48;1111111285022
11285;TRASCMSFL;TRA V 2112/59 MNO;50;1111111285046
11285;TRASCMSFL;TRA V 2112/59 MNO;52;1111111285084
11285;TRASCMSFL;TRA V 2112/59 MNO;54;1111111285107
11285;TRASCMSFL;TRA V 2112/59 MNO;56;1111111285152
11285;TRASCMSFL;TRA V 2112/59 MNO;58;1111111285190
11285;TRASCMSFL;TRA V 2112/59 MNO;60;1111111285220
11286;SPOPAN;PAN 9200/203 TCK SLF;42;8433387366520
11286;SPOPAN;PAN 9200/203 TCK SLF;44;8433387366537
11286;SPOPAN;PAN 9200/203 TCK SLF;46;8433387366544
11286;SPOPAN;PAN 9200/203 TCK SLF;48;8433387366551
11286;SPOPAN;PAN 9200/203 TCK SLF;50;1111111286425
11287;SPOPAN;PAN 9200/85 TCK SLF;42;8433387170721
11287;SPOPAN;PAN 9200/85 TCK SLF;44;8433387170738
11287;SPOPAN;PAN 9200/85 TCK SLF;46;8433387170745
11287;SPOPAN;PAN 9200/85 TCK SLF;48;8433387170752
11287;SPOPAN;PAN 9200/85 TCK SLF;50;8433387170769
11288;SPOAME;AME MON 350/20 MRR;50;1111111288184
11288;SPOAME;AME MON 350/20 MRR;52;1111111288245
11288;SPOAME;AME MON 350/20 MRR;54;1111111288283
11288;SPOAME;AME MON 350/20 MRR;56;1111111288504
11288;SPOAME;AME MON 350/20 MRR;58;1111111288535
11288;SPOAME;AME MON 350/20 MRR;60;1111111288122
11288;SPOAME;AME MON 350/20 MRR;62;1111111288160
11289;SPOAME;AME MIR SPO;50;1111111289563
11289;SPOAME;AME MIR SPO;52;1111111289594
11289;SPOAME;AME MIR SPO;54;1111111289006
11290;SPOSUD;SUD 8430/01 SPO TEC;3-M;8433387924843
11290;SPOSUD;SUD 8430/01 SPO TEC;4-L;8433387924850
11290;SPOSUD;SUD 8430/01 SPO TEC;5-XL;8433387924867
11291;SPOSUD;SUD 8428/01 SPO TEC;3-M;8433387955281
11291;SPOSUD;SUD 8428/01 SPO TEC;4-L;8433387955298
11291;SPOSUD;SUD 8428/01 SPO TEC;5-XL;8433387955304
11292;SPOJER;JER 1203/15 PICO TEC;2-S;8433387927325
11292;SPOJER;JER 1203/15 PICO TEC;3-M;8433387927332
11292;SPOJER;JER 1203/15 PICO TEC;4-L;8433387927349
11292;SPOJER;JER 1203/15 PICO TEC;5-XL;8433387927356
11292;SPOJER;JER 1203/15 PICO TEC;6-2XL;8433387927363
11293;SPOJER;JER 1203/21 PICO TEC;2-S;8433387927684
11293;SPOJER;JER 1203/21 PICO TEC;3-M;8433387927691
11293;SPOJER;JER 1203/21 PICO TEC;4-L;8433387927707
11293;SPOJER;JER 1203/21 PICO TEC;5-XL;8433387927714
11293;SPOJER;JER 1203/21 PICO TEC;6-2XL;8433387927721
11294;SPOJER;JER 1203/39 PICO TEC;2-S;8433387928315
11294;SPOJER;JER 1203/39 PICO TEC;3-M;8433387928322
11294;SPOJER;JER 1203/39 PICO TEC;4-L;8433387928339
11294;SPOJER;JER 1203/39 PICO TEC;5-XL;8433387928346
11294;SPOJER;JER 1203/39 PICO TEC;6-2XL;8433387928353
11295;SPOJER;JER 1203/25 PICO TEC;2-S;8433387927776
11295;SPOJER;JER 1203/25 PICO TEC;3-M;8433387927783
11295;SPOJER;JER 1203/25 PICO TEC;4-L;8433387927790
11295;SPOJER;JER 1203/25 PICO TEC;5-XL;8433387927806
11295;SPOJER;JER 1203/25 PICO TEC;6-2XL;8433387927813
11296;SPOPAN;PAN 9200/22 TCK SLF;42;8433387169183
11296;SPOPAN;PAN 9200/22 TCK SLF;44;8433387169190
11296;SPOPAN;PAN 9200/22 TCK SLF;46;8433387169206
11296;SPOPAN;PAN 9200/22 TCK SLF;48;8433387169213
11296;SPOPAN;PAN 9200/22 TCK SLF;50;8433387169220
11297;SPOZAP;ZAP 155/1 SPORT;40;1111111297254
11297;SPOZAP;ZAP 155/1 SPORT;41;8433387934910
11297;SPOZAP;ZAP 155/1 SPORT;42;8433387934927
11297;SPOZAP;ZAP 155/1 SPORT;43;8433387934934
11297;SPOZAP;ZAP 155/1 SPORT;44;8433387934941
11297;SPOZAP;ZAP 155/1 SPORT;45;8433387934958
11298;SPOZAP;ZAP 151/1 SPORT;40;8433387933425
11298;SPOZAP;ZAP 151/1 SPORT;41;8433387933432
11298;SPOZAP;ZAP 151/1 SPORT;42;8433387933449
11298;SPOZAP;ZAP 151/1 SPORT;43;8433387933456
11298;SPOZAP;ZAP 151/1 SPORT;44;8433387933463
11298;SPOZAP;ZAP 151/1 SPORT;45;8433387933470
11299;SPOZAP;ZAP 156/1 SPORT;40;8433387935276
11299;SPOZAP;ZAP 156/1 SPORT;41;8433387935283
11299;SPOZAP;ZAP 156/1 SPORT;42;8433387935290
11299;SPOZAP;ZAP 156/1 SPORT;43;8433387935306
11299;SPOZAP;ZAP 156/1 SPORT;44;1111111299364
11299;SPOZAP;ZAP 156/1 SPORT;45;8433387935320
11300;TRASJMS;TRA J Z 2105/70 GRI;46;1111111300367
11300;TRASJMS;TRA J Z 2105/70 GRI;48;1111111300398
11300;TRASJMS;TRA J Z 2105/70 GRI;50;1111111300497
11300;TRASJMS;TRA J Z 2105/70 GRI;52;1111111300015
11300;TRASJMS;TRA J Z 2105/70 GRI;54;1111111300046
11300;TRASJMS;TRA J Z 2105/70 GRI;56;1111111300077
11301;TRASCMSFL;TRA V 2105/70 GRI;48;1111111301241
11301;TRASCMSFL;TRA V 2105/70 GRI;50;1111111301265
11301;TRASCMSFL;TRA V 2105/70 GRI;52;1111111301296
11301;TRASCMSFL;TRA V 2105/70 GRI;54;1111111301326
11301;TRASCMSFL;TRA V 2105/70 GRI;56;1111111301357
11302;SPOJER;JER 8401/38 TEC;3-M;8433387942519
11302;SPOJER;JER 8401/38 TEC;4-L;8433387942526
11302;SPOJER;JER 8401/38 TEC;5-XL;8433387942533
11302;SPOJER;JER 8401/38 TEC;6-2XL;8433387942540
11303;TRASJMS;TRA J Z 230/4 NEG;48;1111111303313
11303;TRASJMS;TRA J Z 230/4 NEG;50;1111111303429
11303;TRASJMS;TRA J Z 230/4 NEG;52;1111111303481
11303;TRASJMS;TRA J Z 230/4 NEG;54;1111111303504
11304;TRASJMS;TRA J Z 230/8 TIN;42;1111111304389
11304;TRASJMS;TRA J Z 230/8 TIN;44;1111111304488
11304;TRASJMS;TRA J Z 230/8 TIN;46;1111111304549
11304;TRASJMS;TRA J Z 230/8 TIN;48;1111111304044
11304;TRASJMS;TRA J Z 230/8 TIN;50;1111111304068
11304;TRASJMS;TRA J Z 230/8 TIN;52;1111111304143
11304;TRASJMS;TRA J Z 230/8 TIN;54;1111111304174
11304;TRASJMS;TRA J Z 230/8 TIN;56;1111111304198
11305;TRASJMS;TRA J Z 230/6 MNO;52;1111111305386
11305;TRASJMS;TRA J Z 230/6 MNO;54;1111111305409
11305;TRASJMS;TRA J Z 230/6 MNO;56;1111111305423
11305;TRASJMS;TRA J Z 230/6 MNO;50;1111111305539
11305;TRASJMS;TRA J Z 230/6 MNO;48;1111111305577
11306;TRASJMS;TRA J Z 297/2 MNO;44;1111111306383
11306;TRASJMS;TRA J Z 297/2 MNO;46;1111111306406
11306;TRASJMS;TRA J Z 297/2 MNO;48;1111111306420
11306;TRASJMS;TRA J Z 297/2 MNO;50;1111111306444
11306;TRASJMS;TRA J Z 297/2 MNO;52;1111111306468
11306;TRASJMS;TRA J Z 297/2 MNO;54;1111111306505
11307;TRASJMS;TRA J Z 297/30 GRI;46;1111111307267
11307;TRASJMS;TRA J Z 297/30 GRI;48;1111111307281
11307;TRASJMS;TRA J Z 297/30 GRI;50;1111111307298
11307;TRASJMS;TRA J Z 297/30 GRI;52;1111111307311
11307;TRASJMS;TRA J Z 297/30 GRI;54;1111111307335
11307;TRASJMS;TRA J Z 297/30 GRI;56;1111111307380
11308;SPOCHA;CHA S 64132 VIGO;3-M;1111111308226
11308;SPOCHA;CHA S 64132 VIGO;4-L;1111111308257
11308;SPOCHA;CHA S 64132 VIGO;5-XL;1111111308332
11308;SPOCHA;CHA S 64132 VIGO;6-2XL;1111111308394
11308;SPOCHA;CHA S 64132 VIGO;7-3XL;1111111308448
11309;SPOAME;AME MIJAS 352/30 GRI;50;1111111309247
11309;SPOAME;AME MIJAS 352/30 GRI;52;1111111309278
11309;SPOAME;AME MIJAS 352/30 GRI;54;1111111309292
11310;SPOAME;AME TANGER 348/2 MNO;50;1111111310144
11310;SPOAME;AME TANGER 348/2 MNO;52;1111111310205
11310;SPOAME;AME TANGER 348/2 MNO;54;1111111310267
11311;TRASCMSOP;TRA V 230/4 NEG;44;1111111311165
11311;TRASCMSOP;TRA V 230/4 NEG;46;1111111311240
11311;TRASCMSOP;TRA V 230/4 NEG;48;1111111311271
11311;TRASCMSOP;TRA V 230/4 NEG;50;1111111311295
11311;TRASCMSOP;TRA V 230/4 NEG;52;1111111311325
11311;TRASCMSOP;TRA V 230/4 NEG;54;1111111311370
11311;TRASCMSOP;TRA V 230/4 NEG;56;1111111311394
11311;TRASCMSOP;TRA V 230/4 NEG;58;1111111311424
11311;TRASCMSOP;TRA V 230/4 NEG;60;1111111311455
11312;TRASCMSOP;TRA V 230/4 +62 NEG;62;1111111312209
11312;TRASCMSOP;TRA V 230/4 +62 NEG;64;1111111312223
11313;TRASCMSOP;TRA V 230/6 MNO;44;1111111313572
11313;TRASCMSOP;TRA V 230/6 MNO;46;1111111313039
11313;TRASCMSOP;TRA V 230/6 MNO;48;1111111313053
11313;TRASCMSOP;TRA V 230/6 MNO;50;1111111313077
11313;TRASCMSOP;TRA V 230/6 MNO;52;1111111313121
11313;TRASCMSOP;TRA V 230/6 MNO;54;1111111313152
11313;TRASCMSOP;TRA V 230/6 MNO;56;1111111313176
11313;TRASCMSOP;TRA V 230/6 MNO;58;1111111313206
11313;TRASCMSOP;TRA V 230/6 MNO;60;1111111313237
11314;TRASCMSOP;TRA V 230/6 +62 MNO;62;1111111314531
11314;TRASCMSOP;TRA V 230/6 +62 MNO;64;1111111314555
11314;TRASCMSOP;TRA V 230/6 +62 MNO;66;1111111314395
11314;TRASCMSOP;TRA V 230/6 +62 MNO;68;1111111314425
11314;TRASCMSOP;TRA V 230/6 +62 MNO;70;1111111314456
11315;SPOCAM;CAM S 75524/2 TCK;3-M;8433388448386
11315;SPOCAM;CAM S 75524/2 TCK;4-L;8433388448409
11315;SPOCAM;CAM S 75524/2 TCK;5-XL;8433388448423
11315;SPOCAM;CAM S 75524/2 TCK;6-2XL;8433388448447
11316;SPOCAM;CAM S 75553/1 TCK;3-M;8433388476945
11316;SPOCAM;CAM S 75553/1 TCK;4-L;8433388476969
11316;SPOCAM;CAM S 75553/1 TCK;5-XL;8433388476983
11316;SPOCAM;CAM S 75553/1 TCK;6-2XL;8433388477003
11317;SPOJER;JER 8418/2 TEC;3-M;8433387947828
11317;SPOJER;JER 8418/2 TEC;4-L;8433387947835
11317;SPOJER;JER 8418/2 TEC;5-XL;8433387947842
11317;SPOJER;JER 8418/2 TEC;6-2XL;8433387947859
11318;SPOSUD;SUD 8428/11 SPO TEC;3-M;8433387955557
11318;SPOSUD;SUD 8428/11 SPO TEC;4-L;8433387955564
11318;SPOSUD;SUD 8428/11 SPO TEC;5-XL;8433387955571
11319;TRASCMSOP;TRA V 230/8 TIN;46;1111111319253
11319;TRASCMSOP;TRA V 230/8 TIN;48;1111111319277
11319;TRASCMSOP;TRA V 230/8 TIN;50;1111111319291
11319;TRASCMSOP;TRA V 230/8 TIN;52;1111111319321
11319;TRASCMSOP;TRA V 230/8 TIN;54;1111111319345
11319;TRASCMSOP;TRA V 230/8 TIN;56;1111111319369
11319;TRASCMSOP;TRA V 230/8 TIN;58;1111111319383
11319;TRASCMSOP;TRA V 230/8 TIN;60;1111111319406
11320;TRASCMSOP;TRA V 230/8 +62 TIN;62;1111111320099
11320;TRASCMSOP;TRA V 230/8 +62 TIN;64;1111111320129
11320;TRASCMSOP;TRA V 230/8 +62 TIN;66;1111111320037
11320;TRASCMSOP;TRA V 230/8 +62 TIN;68;1111111320068
11320;TRASCMSOP;TRA V 230/8 +62 TIN;70;1111111320174
11321;TRASCMSFL;TRA V 298/30 +62 MRG;62;1111111321560
11321;TRASCMSFL;TRA V 298/30 +62 MRG;64;1111111321591
11321;TRASCMSFL;TRA V 298/30 +62 MRG;66;1111111321041
11321;TRASCMSFL;TRA V 298/30 +62 MRG;68;1111111321065
11321;TRASCMSFL;TRA V 298/30 +62 MRG;70;1111111321102
11322;TRASCMSFL;TRA V 298/30 +72 MRG;72;1111111322345
11322;TRASCMSFL;TRA V 298/30 +72 MRG;74;1111111322376
11322;TRASCMSFL;TRA V 298/30 +72 MRG;76;1111111322437
11322;TRASCMSFL;TRA V 298/30 +72 MRG;78;1111111322512
11322;TRASCMSFL;TRA V 298/30 +72 MRG;80;1111111322055
11323;TRASCMSFL;TRA V 299/2 +62 MNO;62;1111111323304
11323;TRASCMSFL;TRA V 299/2 +62 MNO;64;1111111323328
11323;TRASCMSFL;TRA V 299/2 +62 MNO;66;1111111323342
11323;TRASCMSFL;TRA V 299/2 +62 MNO;68;1111111323366
11323;TRASCMSFL;TRA V 299/2 +62 MNO;70;1111111323397
11324;TRASCMSFL;TRA V 299/2 +72 MNO;72;1111111324080
11324;TRASCMSFL;TRA V 299/2 +72 MNO;74;1111111324110
11324;TRASCMSFL;TRA V 299/2 +72 MNO;76;1111111324134
11324;TRASCMSFL;TRA V 299/2 +72 MNO;78;1111111324158
11324;TRASCMSFL;TRA V 299/2 +72 MNO;80;1111111324219
11325;TRASCMSFL;TRA V 299/30 +62 MRG;62;1111111325094
11325;TRASCMSFL;TRA V 299/30 +62 MRG;64;1111111325117
11325;TRASCMSFL;TRA V 299/30 +62 MRG;66;1111111325131
11325;TRASCMSFL;TRA V 299/30 +62 MRG;68;1111111325155
11325;TRASCMSFL;TRA V 299/30 +62 MRG;70;1111111325186
11326;TRASCMSFL;TRA V 299/30 +72 MRG;72;1111111326459
11326;TRASCMSFL;TRA V 299/30 +72 MRG;74;1111111326480
11326;TRASCMSFL;TRA V 299/30 +72 MRG;76;1111111326503
11326;TRASCMSFL;TRA V 299/30 +72 MRG;78;1111111326527
11326;TRASCMSFL;TRA V 299/30 +72 MRG;80;1111111326558
11327;TRASCMSFL;TRA V 299/4 +62 NEG;62;1111111327395
11327;TRASCMSFL;TRA V 299/4 +62 NEG;64;1111111327418
11327;TRASCMSFL;TRA V 299/4 +62 NEG;66;1111111327456
11327;TRASCMSFL;TRA V 299/4 +62 NEG;68;1111111327487
11327;TRASCMSFL;TRA V 299/4 +62 NEG;70;1111111327531
11328;TRASCMSFL;TRA V 299/4 +72 NEG;72;1111111328286
11328;TRASCMSFL;TRA V 299/4 +72 NEG;74;1111111328316
11328;TRASCMSFL;TRA V 299/4 +72 NEG;76;1111111328330
11328;TRASCMSFL;TRA V 299/4 +72 NEG;78;1111111328385
11328;TRASCMSFL;TRA V 299/4 +72 NEG;80;1111111328408
11329;TRASCMSFL;TRA V 297/2 +62 MNO;62;1111111329559
11329;TRASCMSFL;TRA V 297/2 +62 MNO;64;1111111329573
11329;TRASCMSFL;TRA V 297/2 +62 MNO;66;1111111329597
11329;TRASCMSFL;TRA V 297/2 +62 MNO;68;1111111329023
11329;TRASCMSFL;TRA V 297/2 +62 MNO;70;1111111329047
11330;TRASCMSFL;TRA V 297/2 +72 MNO;72;1111111330364
11330;TRASCMSFL;TRA V 297/2 +72 MNO;74;1111111330388
11330;TRASCMSFL;TRA V 297/2 +72 MNO;76;1111111330418
11330;TRASCMSFL;TRA V 297/2 +72 MNO;78;1111111330432
11330;TRASCMSFL;TRA V 297/2 +72 MNO;80;1111111330456
11331;TRASCMSFL;TRA V 297/30 +62 MRG;62;1111111331286
11331;TRASCMSFL;TRA V 297/30 +62 MRG;64;1111111331323
11331;TRASCMSFL;TRA V 297/30 +62 MRG;66;1111111331354
11331;TRASCMSFL;TRA V 297/30 +62 MRG;68;1111111331385
11331;TRASCMSFL;TRA V 297/30 +62 MRG;70;1111111331569
11332;TRASCMSFL;TRA V 297/30 +72 MRG;72;1111111332436
11332;TRASCMSFL;TRA V 297/30 +72 MRG;74;1111111332542
11332;TRASCMSFL;TRA V 297/30 +72 MRG;76;1111111332016
11332;TRASCMSFL;TRA V 297/30 +72 MRG;78;1111111332047
11332;TRASCMSFL;TRA V 297/30 +72 MRG;80;1111111332139
11333;SPOJER;JER 8403/36 TEC;3-M;8433387943417
11333;SPOJER;JER 8403/36 TEC;4-L;8433387943424
11333;SPOJER;JER 8403/36 TEC;5-XL;8433387943431
11333;SPOJER;JER 8403/36 TEC;6-2XL;8433387943448
11334;SPOJER;JER 8404/39 TEC;3-M;8433387944049
11334;SPOJER;JER 8404/39 TEC;4-L;8433387944056
11334;SPOJER;JER 8404/39 TEC;5-XL;8433387944063
11334;SPOJER;JER 8404/39 TEC;6-2XL;8433387944070
11335;SPOCAM;CAM S 75547/3 TCK;3-M;8433388474736
11335;SPOCAM;CAM S 75547/3 TCK;4-L;8433388474750
11335;SPOCAM;CAM S 75547/3 TCK;5-XL;8433388474774
11335;SPOCAM;CAM S 75547/3 TCK;6-2XL;8433388474798
11336;SPOCAM;CAM S 75516/1 TCK;3-M;8433388440908
11336;SPOCAM;CAM S 75516/1 TCK;4-L;8433388440922
11336;SPOCAM;CAM S 75516/1 TCK;5-XL;8433388440946
11336;SPOCAM;CAM S 75516/1 TCK;6-2XL;8433388440960
11337;SPOCAM;CAM S 75547/1 TCK;3-M;8433388474392
11337;SPOCAM;CAM S 75547/1 TCK;4-L;8433388474415
11337;SPOCAM;CAM S 75547/1 TCK;5-XL;8433388474439
11337;SPOCAM;CAM S 75547/1 TCK;6-2XL;8433388474453
11338;CHQHFMDS800;CHQ S 800/5 FMD F91 MNO;52;1111111338506
11339;SPOCAM;CAM S 75519/3 TCK;3-M;8433388442438
11339;SPOCAM;CAM S 75519/3 TCK;4-L;8433388442452
11339;SPOCAM;CAM S 75519/3 TCK;5-XL;8433388442476
11339;SPOCAM;CAM S 75519/3 TCK;6-2XL;8433388442490
11340;TRASJMS;TRA J Z 297/16 VER;46;1111111340561
11340;TRASJMS;TRA J Z 297/16 VER;48;1111111340592
11340;TRASJMS;TRA J Z 297/16 VER;50;1111111340011
11340;TRASJMS;TRA J Z 297/16 VER;52;1111111340042
11340;TRASJMS;TRA J Z 297/16 VER;54;1111111340073
11340;TRASJMS;TRA J Z 297/16 VER;56;1111111340134
11341;TRASJMS;TRA J Z 297/6 TIN;48;1111111341209
11341;TRASJMS;TRA J Z 297/6 TIN;50;1111111341230
11342;SPOCAM;CAM S 75514/1 TCK;3-M;8433388439889
11342;SPOCAM;CAM S 75514/1 TCK;4-L;8433388439902
11342;SPOCAM;CAM S 75514/1 TCK;5-XL;8433388439926
11342;SPOCAM;CAM S 75514/1 TCK;6-2XL;8433388439940
11343;SPOCAM;CAM S 75517/3 TCK;3-M;8433388441585
11343;SPOCAM;CAM S 75517/3 TCK;4-L;8433388441608
11343;SPOCAM;CAM S 75517/3 TCK;5-XL;8433388441622
11343;SPOCAM;CAM S 75517/3 TCK;6-2XL;8433388441646
11344;SPOJER;JER 8405/38 TEC;3-M;8433387944674
11344;SPOJER;JER 8405/38 TEC;4-L;8433387944681
11344;SPOJER;JER 8405/38 TEC;5-XL;8433387944698
11344;SPOJER;JER 8405/38 TEC;6-2XL;8433387944704
11345;SPOBUF;BUF SPO;UNICO;1111111345030
11346;SPOCAZ;CAZ OTERO;50;1111111346495
11346;SPOCAZ;CAZ OTERO;52;1111111346532
11346;SPOCAZ;CAZ OTERO;54;1111111346570
